Course,Name,City,State,Rank,Website,passion_interest
15. B.Sc. (Hons.) Microbiology,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.Sc. Biology**
* *Interest in living organisms and their interactions*
* *Passion for understanding the molecular basis of life*
* *Curiosity about evolution and biodiversity*
* *Desire to explore medical and environmental applications of biology*
* *Enthusiasm for conducting scientific research*

**B.Sc. Chemistry**
* *Fascination with the properties and transformations of matter*
* *Interest in the role of chemistry in materials science and technology*
* *Passion for understanding chemical reactions and their applications*
* *Curiosity about the applications of chemistry in healthcare and environmental science*
* *Desire to explore the frontiers of nanochemistry and quantum chemistry*

**B.Sc. Computer Science**
* *Passion for problem-solving and algorithmic thinking*
* *Interest in software development, data analysis, and artificial intelligence*
* *Enthusiasm for designing and implementing computer systems*
* *Curiosity about cybersecurity, machine learning, and computer graphics*
* *Desire to stay at the forefront of technological advancements*

**B.Sc. Economics**
* *Interest in understanding how economies function and societies allocate resources*
* *Passion for analyzing market behavior, financial systems, and public policies*
* *Curiosity about economic development, inequality, and sustainability*
* *Desire to apply economic principles to real-world issues*
* *Enthusiasm for forecasting economic trends and making informed decisions*

**B.Sc. Physics**
* *Fascination with the fundamental laws governing the universe*
* *Interest in understanding the properties of matter, energy, and space-time*
* *Passion for exploring the frontiers of particle physics, cosmology, and quantum mechanics*
* *Curiosity about the applications of physics in everyday life and technological advancements*
* *Desire to solve complex problems and make original contributions to scientific research*"
16. B.Sc. (Hons.) Computer Science,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.Sc (Physics)**

* Understanding the fundamental laws of nature
* Exploring the mysteries of the universe
* Designing and conducting experiments
* Developing mathematical and analytical skills
* Problem-solving and critical thinking

**B.Sc (Chemistry)**

* Studying the composition and properties of matter
* Experimenting with chemical reactions and substances
* Developing laboratory and analytical techniques
* Understanding the role of chemistry in industry and medicine
* Problem-solving and decision-making

**B.Sc (Mathematics)**

* Solving complex mathematical equations
* Analyzing data and drawing conclusions
* Developing logical and deductive reasoning skills
* Building mathematical models to solve real-world problems
* Exploring the beauty and elegance of mathematics

**B.Sc (Computer Science)**

* Understanding the principles of computer science
* Designing and coding software applications
* Developing and managing databases
* Analyzing and interpreting data
* Problem-solving and innovation

**B.Sc (Biology)**

* Studying the diversity and complexity of life
* Conducting experiments and collecting data
* Analyzing biological processes and structures
* Understanding the impact of human activity on the environment
* Problem-solving and critical thinking"
17. B.Com. (Hons.),Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.Com (Bachelor of Commerce):**

* Desire to pursue a career in accounting and finance
* Interest in understanding business operations and management
* Aptitude for handling financial data and numerical analysis
* Passion for entrepreneurship and business development
* Keenness on exploring various sectors of commerce and industry"
18. BBA,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**Business Administration and Management (BBA)**

* *Interest in business operations and management*
* *Passion for entrepreneurship and starting a business*
* *Ability to analyze financial data and make informed decisions*
* *Strong communication and interpersonal skills*
* *Desire to work in a team environment and collaborate with others*"
19. BCA,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"* Interest in programming and software development
* Passion for solving computational problems
* Desire to build and maintain applications
* Fascination with emerging technologies in the IT industry
* Eagerness to pursue a career in computer science or related fields"
20. B.Ed.,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.Ed. Course:**

* Interest in teaching and education
* Passion for shaping young minds
* Desire to make a positive impact on society
* Love for learning and expanding knowledge
* Aspiration to become a role model and mentor"
1. Bachelor of Technology (B.Tech) in Biotechnology,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"* Biotechnology
* Molecular biology
* Microbiology
* Genetics
* Biochemistry"
2. Bachelor of Science (B.Sc) in Biotechnology,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"* Curiosity about biological processes and their applications
* Interest in genetic engineering, cell biology, and molecular biology
* Fascination with the potential of biotechnology to solve real-world problems
* Desire to work in industries related to pharmaceuticals, agriculture, or environmental science
* Passion for research and development"
3. Bachelor of Business Administration (BBA),Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"* Business Management
* Marketing
* Finance
* Economics
* Data Analysis"
4. Bachelor of Computer Applications (BCA),Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"**BCA (Bachelor of Computer Applications)**

* Passion for solving complex problems
* Interest in designing and developing software applications
* Fascination with the latest technological advancements
* Desire to contribute to the digital world
* Appreciation for the role of computers in shaping society"
5. Bachelor of Commerce (B.Com),Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"**Interests and Passions for Bachelor of Commerce (B.Com):**

* Interest in finance and accounting
* Aptitude for numbers and data analysis
* Desire to understand how businesses operate
* Ambition to work in the corporate world
* Passion for entrepreneurship"
6. Bachelor of Arts (BA) in Humanities and Social Sciences,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh,41,https://www.shooliniuniversity.com/,"**Bachelor of Arts (BA) in Humanities**

* *Literature*
* *History*
* *Art*
* *Philosophy*
* *Classics*

**Bachelor of Arts (BA) in Social Sciences**

* *Psychology*
* *Sociology*
* *Economics*
* *Political Science*
* *Anthropology*"
1. Bachelor of Pharmacy (B.Pharm),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,https://pharmacy.niet.co.in/,"* Interest in chemistry and the medicinal applications of drugs
* Passion for understanding the physiological effects of medications
* Desire to help improve the health of individuals and communities
* Interest in pharmaceutical research and development
* Passion for the healthcare industry and the role of pharmacists"
2. Bachelor of Science in Biotechnology (B.Sc. Biotechnology),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,https://pharmacy.niet.co.in/,"**Bachelor of Science in Biotechnology (B.Sc)**

* Genetic Engineering
* Molecular Biology
* Microbiology
* Drug Discovery
* Tissue Engineering
* Bioprocess Engineering
* Medical Biotechnology
* Environmental Biotechnology
* Bioscience Entrepreneurship
* Synthetic Biology"
3. Bachelor of Science in Food Technology (B.Sc. Food Technology),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,https://pharmacy.niet.co.in/,"**Bachelor of Science in Food Technology (B.Sc)**

* Food chemistry
* Food microbiology
* Food engineering
* Food safety and sanitation
* Food product development
* Food quality control
* Food processing
* Food packaging
* Food nutrition
* Food regulation"
4. Bachelor of Science in Microbiology (B.Sc. Microbiology),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,https://pharmacy.niet.co.in/,"* Interest in the microscopic world and microorganisms
* Curiosity about the role of microorganisms in health and disease
* Passion for understanding the fundamental principles of microbiology
* Desire to contribute to the development of new antimicrobial therapies
* Interest in applying microbiology to fields such as biotechnology, food science, or environmental science"
5. Bachelor of Science in Biochemistry (B.Sc. Biochemistry),Noida Institute of Engineering and Technology (Pharmacy Institute),Greater Noida,Uttar Pradesh,42,https://pharmacy.niet.co.in/,"**Bachelor of Science in Biochemistry (B.Sc)**

* Interest in the chemistry of living organisms
* Passion for understanding the molecular basis of life
* Desire to study the structure, function, and interactions of proteins, carbohydrates, and lipids
* Fascination with the metabolism and energy production in biological systems
* Curiosity about the role of biochemistry in disease and biotechnology"
1. Bachelor of Pharmacy (B.Pharm),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,https://www.niperhajipur.ac.in/,"**Bachelor of Pharmacy (B.Pharm)**

* Interest in healthcare and the human body
* Curiosity about the role of drugs in disease management
* Passion for understanding the chemistry and pharmacology of drugs
* Desire to contribute to the development of new pharmaceuticals
* Ambitious to pursue a career in the pharmaceutical industry"
2. Bachelor of Science in Pharmaceutical Sciences (B.Sc. Pharm.),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,https://www.niperhajipur.ac.in/,"* Interest in chemistry and biochemistry
* Desire to understand the mechanisms of disease and drug action
* Passion for developing new and improved therapies
* Interest in the pharmaceutical industry and healthcare
* Aspiration to make a difference in the lives of others"
3. Bachelor of Science in Biotechnology (B.Sc. Biotech.),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,https://www.niperhajipur.ac.in/,"**Bachelor of Science in Biotechnology (B.Sc)**

* Interest in the molecular basis of life
* Passion for understanding and manipulating genetic material
* Desire to work in the biotechnology industry
* Interesse in medical research and diagnostics
* Fascination with the potential of biotechnology to solve world problems"
4. Bachelor of Science in Bioinformatics (B.Sc. Bioinformatics),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,https://www.niperhajipur.ac.in/,"* Biology
* Computer Science
* Data Science
* Statistics
* Genetics"
5. Bachelor of Science in Microbiology (B.Sc. Microbiology),National Institute Of Pharmaceutical Education And Research Hajipur,Hajipur,Bihar,44,https://www.niperhajipur.ac.in/,"**Bacteriology**
* Pathogenic and beneficial bacteria
* Bacterial physiology and metabolism
* Antibacterial agents and resistance
* Bacterial ecology and environmental microbiology
* Microbial pathogenesis and host-microbe interactions

**Virology**
* Viral structure and replication
* Viral pathogenesis and transmission
* Viral epidemiology and prevention
* Antiviral agents and resistance
* Emerging and zoonotic viruses

**Mycology**
* Fungal diversity and taxonomy
* Fungal physiology and biochemistry
* Medical and agricultural mycology
* Mycotoxins and fungal poisoning
* Fungal biotechnology and industrial applications

**Parasitology**
* Parasitic protozoa, helminths, and arthropods
* Parasite life cycles and transmission
* Parasitic immunology and host-parasite interactions
* Diagnostic parasitology and treatment
* Medical and veterinary parasitology

**Immunology**
* Immune system structure and function
* Innate and adaptive immunity
* Antibody and complement systems
* Immunological disorders and autoimmune diseases
* Immunotherapy and vaccine development"
1. B.Pharm,Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,https://dypip.ac.in/,"**Bachelor of Pharmacy (B.Pharm)**

* Interest in chemistry and biochemistry
* Passion for understanding the human body and drug mechanisms
* Desire to make a tangible impact on patient care
* Aspiration to develop and discover innovative pharmaceutical products
* Curiosity about the regulatory aspects of the pharmaceutical industry"
2. D.Pharm,Dr. D Y Patil Institute of Pharmaceutical Sciences and Research,Pune,Maharashtra,45,https://dypip.ac.in/,"**D.Pharm Course Interests and Passions:**

* Passion for health and medicine
* Interest in pharmacology and drug development
* Desire to understand the mechanisms of drug action
* Fascination with drug discovery and innovation
* Eagerness to make a difference in the pharmaceutical industry"
1. Bachelor of Pharmacy (B. Pharm),N. G. S. M. Institute of Pharmaceutical Sciences,Mangaluru,Karnataka,46,https://www.ngsmips.ac.in/,"* Interest in chemistry and pharmaceuticals
* Desire to develop and market new drugs
* Passion for healthcare and improving patient outcomes
* Interest in research and drug discovery
* Desire to work in a regulatory or compliance role in the pharmaceutical industry"
1. B.E. Aeronautical Engineering,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,https://www.velsuniv.ac.in/vistas/,"**Civil Engineering**
* *Designing and building structures*
* *Managing water resources*
* *Planning and constructing transportation systems*
* *Protecting the environment*
* *Using sustainable construction methods*

**Mechanical Engineering**
* *Designing and building machines*
* *Analyzing and solving mechanical problems*
* *Using robotics and automation*
* *Working with energy and power systems*
* *Manufacturing products and materials*

**Electrical Engineering**
* *Designing and building electrical circuits*
* *Analyzing and solving electrical problems*
* *Using renewable energy technologies*
* *Working with power systems*
* *Designing and building computers*

**Electronics Engineering**
* *Designing and building electronic circuits*
* *Analyzing and solving electronic problems*
* *Using electronic devices and components*
* *Working with embedded systems*
* *Designing and building integrated circuits*

**Computer Engineering**
* *Designing and building computer systems*
* *Analyzing and solving computer problems*
* *Using software and hardware systems*
* *Working with networks and databases*
* *Designing and building cloud computing systems*"
2. B.E. Automobile Engineering,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,https://www.velsuniv.ac.in/vistas/,"**Biotechnology**

* Interest in biological processes and organisms
* Passion for understanding and manipulating genetic material
* Desire to develop new technologies and therapies for healthcare and agriculture
* Appreciation for the applications of biotechnology in various industries
* Curiosity about the ethical and societal implications of biotechnology

**Civil Engineering**

* Interest in designing and constructing structures and infrastructure
* Passion for understanding the behavior of materials and forces
* Desire to create sustainable and resilient built environments
* Appreciation for the role of civil engineers in shaping communities
* Interest in transportation, water resources, and environmental engineering

**Computer Science**

* Interest in technology, algorithms, and data
* Passion for solving complex problems through programming
* Desire to develop innovative software and hardware systems
* Appreciation for the impact of computer science on society
* Curiosity about artificial intelligence, machine learning, and cybersecurity

**Electrical Engineering**

* Interest in electricity, electronics, and power systems
* Passion for understanding and manipulating electrical circuits
* Desire to design and develop electrical products and technologies
* Appreciation for the role of electrical engineering in modern society
* Curiosity about renewable energy, power distribution, and signal processing

**Mechanical Engineering**

* Interest in machines, mechanisms, and thermal systems
* Passion for understanding and designing mechanical devices
* Desire to improve the efficiency, performance, and reliability of mechanical systems
* Appreciation for the applications of mechanical engineering in various industries
* Curiosity about robotics, automotive engineering, and aerospace engineering"
3. B.E. Civil Engineering,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,https://www.velsuniv.ac.in/vistas/,"**Civil Engineering:**

* * Passion for building and designing structures
* * Interest in infrastructure development
* * Enjoyment of problem-solving and technical challenges
* * Desire to create sustainable and environmentally conscious designs
* * Aspiration to improve the living conditions of communities

**Mechanical Engineering:**

* * Fascination with machines and their mechanisms
* * Interest in design, analysis, and manufacturing
* * Passion for solving complex technical problems
* * Desire to optimize the performance of mechanical systems
* * Interest in energy efficiency and renewable technologies

**Electrical Engineering:**

* * Curiosity about electricity and its applications
* * Passion for designing and building electrical circuits
* * Interest in power generation, transmission, and distribution
* * Desire to innovate in the field of electronics and automation
* * Aspiration to contribute to the development of sustainable energy solutions

**Computer Science Engineering:**

* * Interest in software development and programming
* * Passion for solving algorithmic challenges
* * Desire to create innovative and user-friendly software
* * Interest in data analytics, artificial intelligence, and machine learning
* * Aspiration to shape the future of technology

**Electronics and Communication Engineering:**

* * Fascination with electronic devices and their functions
* * Passion for understanding and designing communication systems
* * Interest in signal processing, microelectronics, and embedded systems
* * Desire to develop innovative electronic products and solutions
* * Aspiration to contribute to the advancement of telecommunications and wireless technologies"
4. B.E. Computer Science and Engineering,VELS Institute of Science Technology & Advanced Studies (VISTAS),Chennai,Tamil Nadu,47,https://www.velsuniv.ac.in/vistas/,"**B.E. (Computer Science)**
* Problem-solving and analytical thinking
* Interest in software development and programming
* Understanding of data structures and algorithms
* Passion for technology and innovation
* Desire to create and implement software solutions

**B.E. (Electrical and Electronics Engineering)**
* Curiosity about electricity and electronics
* Passion for designing and building circuits
* Interest in power systems, control systems, and signal processing
* Understanding of physics and mathematics
* Desire to tackle complex technical problems

**B.E. (Mechanical Engineering)**
* Fascination with machines, vehicles, and manufacturing
* Interest in designing, testing, and improving mechanical systems
* Understanding of mechanics, thermodynamics, and materials science
* Passion for hands-on problem-solving
* Desire to contribute to advancements in technology

**B.E. (Civil Engineering)**
* Enchantment with infrastructure and construction
* Passion for designing and building sustainable structures
* Understanding of materials, structural analysis, and geotechnical engineering
* Commitment to safety and environmental protection
* Desire to make a tangible impact on society

**B.E. (Chemical Engineering)**
* Curiosity about chemical processes and materials
* Passion for developing innovative and sustainable solutions
* Understanding of chemistry, thermodynamics, and chemical reactions
* Ability to work in a team and problem-solve efficiently
* Desire to contribute to advancements in healthcare, energy, and environmental protection"
